n,type,rep,greedy_len,greedy_time,christo_len,christo_time,opt_len,opt_time,lb
100,clustered,32,3.810819,0.001058,3.177772,0.235354,,,2.327289
100,clustered,33,3.959879,0.001518,3.032370,0.078680,,,2.216006
100,clustered,34,3.330923,0.001066,3.100033,0.079829,,,2.159009
100,clustered,35,4.278374,0.001076,3.551069,0.087738,,,2.570934
100,clustered,36,4.223558,0.001095,3.297739,0.111177,,,2.394654
100,clustered,37,4.971316,0.001788,3.962985,0.118597,,,2.756788
100,clustered,38,4.709472,0.001064,4.501762,0.075338,,,3.141433
100,clustered,39,3.823332,0.001905,3.210952,0.060121,,,2.361104
100,clustered,40,4.581698,0.001089,3.825796,0.034960,,,2.542172
100,clustered,41,3.215379,0.001073,2.782068,0.100293,,,2.011127
100,clustered,42,2.948514,0.001046,2.540940,0.049544,,,1.786631
100,clustered,43,3.657456,0.001047,3.109012,0.079416,,,2.264369
100,clustered,44,4.536586,0.001328,4.135002,0.104587,,,2.718467
100,clustered,45,4.363033,0.001079,3.682818,0.047971,,,2.575074
100,clustered,46,3.423078,0.001073,3.069804,0.071217,,,2.220297
100,clustered,47,4.998675,0.001205,4.183041,0.054174,,,3.057675
100,clustered,48,3.749137,0.001229,3.260470,0.086439,,,2.303937
100,clustered,49,4.338036,0.001181,4.073777,0.086091,,,2.855564
200,random,0,13.217828,0.004860,12.090670,0.624659,,,9.346215
200,random,1,14.712305,0.004074,11.805055,0.367376,,,9.343027
200,random,2,13.676240,0.003919,12.279787,0.458178,,,9.621542
200,random,3,13.478114,0.003963,12.274667,0.541295,,,9.607101
200,random,4,13.612599,0.004116,12.034760,0.451997,,,9.599575
200,random,5,13.869410,0.003880,11.575643,0.616939,,,9.106605
200,random,6,13.064005,0.003982,12.137549,0.574754,,,9.764194
200,random,7,13.448926,0.003947,11.624370,0.359038,,,9.251148
200,random,8,13.699408,0.004001,12.529706,0.452539,,,9.715399
200,random,9,13.539796,0.003830,11.997900,0.385900,,,9.308800
200,random,10,13.298695,0.003878,11.544874,0.480287,,,9.331262
200,random,11,11.950269,0.003978,11.262263,0.451095,,,9.081010
200,random,12,12.690715,0.004111,11.960803,0.299717,,,9.646216
200,random,13,13.993529,0.003985,12.380479,0.681583,,,9.673953
200,random,14,13.718239,0.004436,11.772696,0.537524,,,9.432896
200,random,15,13.349142,0.004658,12.222166,0.551649,,,9.592454
200,random,16,13.163737,0.003989,11.681033,0.464567,,,9.308240
200,random,17,13.384705,0.004256,11.689234,0.303847,,,9.432469
200,random,18,12.922438,0.004061,12.393397,0.715596,,,9.597427
200,random,19,13.587677,0.004275,11.835417,0.524314,,,9.368343
200,random,20,12.411552,0.004491,11.640789,0.368754,,,8.924337
200,random,21,14.959910,0.004143,12.887747,0.819578,,,9.885340
200,random,22,13.009353,0.004227,11.669241,0.386213,,,9.333939
200,random,23,13.275753,0.004531,12.019084,0.570925,,,9.558362
200,random,24,12.694653,0.004411,11.631529,0.569592,,,9.165003
200,random,25,14.570027,0.005427,11.875385,0.713630,,,9.491689
200,random,26,12.901824,0.004543,11.735961,0.481143,,,9.284426
200,random,27,13.162339,0.004807,11.874022,0.698111,,,9.269424
200,random,28,14.150173,0.004082,12.155372,0.301259,,,9.740000
200,random,29,14.496847,0.003876,12.596763,0.652753,,,9.918172
200,random,30,13.741582,0.003995,12.164453,0.517919,,,9.594892
200,random,31,13.542731,0.003975,12.072294,0.434443,,,9.168253
200,random,32,14.569616,0.003902,12.098659,0.329884,,,9.568284
200,random,33,13.248647,0.003832,11.351512,0.291858,,,9.039874
200,random,34,13.732694,0.003923,12.282592,0.653937,,,9.692907
200,random,35,13.204749,0.004219,11.745721,0.459781,,,9.211333
200,random,36,13.928500,0.003840,12.466129,0.424338,,,9.695404
200,random,37,13.202227,0.003807,12.299515,0.320162,,,9.614874
200,random,38,13.069982,0.003814,12.258359,0.539339,,,9.584631
200,random,39,12.763660,0.003866,12.070181,0.360154,,,9.389430
200,random,40,13.546904,0.003806,12.411633,0.352692,,,9.787064
200,random,41,13.016350,0.003876,11.896297,0.464728,,,9.259651
200,random,42,13.070968,0.003905,11.507886,0.575205,,,9.026327
200,random,43,12.902147,0.003997,12.170696,0.613346,,,9.272092
200,random,44,13.389372,0.003845,11.923616,0.357040,,,9.478212
200,random,45,13.190468,0.003895,11.857983,0.448065,,,9.489690
200,random,46,14.227905,0.003872,12.001362,0.458931,,,9.696682
200,random,47,13.333074,0.003852,12.336181,0.391718,,,9.673526
200,random,48,13.044628,0.003904,12.004014,0.435536,,,9.309970
200,random,49,13.680263,0.003797,11.803648,0.356431,,,9.359989
200,clustered,0,4.515207,0.003744,3.896166,0.383807,,,2.895736
200,clustered,1,4.936593,0.003875,4.510915,0.504032,,,3.279432
200,clustered,2,5.472633,0.003800,4.716776,0.389586,,,3.461128
200,clustered,3,6.189189,0.003906,5.270386,0.488310,,,3.789798
200,clustered,4,5.788717,0.003775,5.422157,0.372231,,,3.819482
200,clustered,5,5.667874,0.003797,4.853742,0.417244,,,3.615883
200,clustered,6,6.071577,0.003797,5.417001,0.449477,,,3.851947
200,clustered,7,4.868885,0.003804,4.367569,0.416367,,,3.163519
200,clustered,8,5.121013,0.003846,4.641698,0.340859,,,3.316711
200,clustered,9,5.156566,0.003727,4.738512,0.367895,,,3.385095
200,clustered,10,6.212580,0.003898,5.064333,0.343137,,,3.619508
200,clustered,11,6.387520,0.003806,5.542072,0.664600,,,4.012261
200,clustered,12,6.637052,0.003840,5.675603,0.446223,,,3.991247
200,clustered,13,5.231558,0.004625,4.324464,0.511376,,,3.210784
200,clustered,14,5.928381,0.003875,5.461514,0.427114,,,3.779928
200,clustered,15,4.408869,0.003887,4.013686,0.344331,,,2.846227
200,clustered,16,5.803465,0.003841,5.058818,0.487078,,,3.657035
200,clustered,17,5.714593,0.003974,4.896565,0.458434,,,3.559239
200,clustered,18,6.275660,0.004042,5.420040,0.468718,,,3.786128
200,clustered,19,6.135792,0.005279,5.250223,0.526967,,,3.671870
200,clustered,20,5.843701,0.003926,5.353185,0.713487,,,3.936279
200,clustered,21,5.726500,0.004504,4.865559,0.356907,,,3.401708
200,clustered,22,5.781229,0.004029,5.140337,0.448032,,,3.654779
200,clustered,23,5.242566,0.003949,4.444129,0.403639,,,3.252725
200,clustered,24,5.070580,0.003827,4.511078,0.293586,,,3.249009
200,clustered,25,5.186525,0.003794,4.593020,0.413935,,,3.474239
200,clustered,26,6.422748,0.003849,5.718157,0.349381,,,3.871695
200,clustered,27,5.241572,0.003832,4.634046,0.438626,,,3.426703
200,clustered,28,6.165615,0.003833,5.380414,0.415727,,,3.853977
200,clustered,29,5.633460,0.003856,4.920227,0.387108,,,3.574332
200,clustered,30,5.079896,0.004173,4.479858,0.453810,,,3.319805
200,clustered,31,5.193459,0.003782,4.916973,0.571035,,,3.563144
200,clustered,32,5.420637,0.003852,4.984299,0.338759,,,3.419553
200,clustered,33,5.742311,0.003856,5.051024,0.372673,,,3.750635
200,clustered,34,5.627531,0.003932,5.111666,0.361861,,,3.610481
200,clustered,35,4.670487,0.003749,4.113573,0.383366,,,2.947839
200,clustered,36,6.171633,0.004641,5.212365,0.401846,,,3.816042
200,clustered,37,4.487561,0.003882,4.041867,0.491896,,,3.061546
200,clustered,38,5.737258,0.003848,5.212480,0.381113,,,3.672536
200,clustered,39,5.738466,0.003811,4.648425,0.349051,,,3.417411
200,clustered,40,5.148590,0.003834,4.212756,0.397453,,,3.198209
200,clustered,41,5.440920,0.003835,4.991079,0.419471,,,3.637853
200,clustered,42,6.229056,0.003803,5.103895,0.425269,,,3.536883
200,clustered,43,5.838246,0.003798,5.179139,0.536264,,,3.777216
200,clustered,44,4.397087,0.003842,4.067210,0.493747,,,2.946465
200,clustered,45,6.037718,0.003836,5.064652,0.448938,,,3.658021
200,clustered,46,5.534369,0.003837,5.151087,0.275747,,,3.589618
200,clustered,47,4.659471,0.003805,4.061955,0.295104,,,3.050994
200,clustered,48,6.504254,0.003755,5.480778,0.451135,,,4.006403
200,clustered,49,4.827813,0.003855,4.098734,0.502624,,,3.102615
